Año;Mes;Cod_Operador;Operador;Grupo;ORIG_1;DEST_1;ORIG_1_N;DEST_1_N;ORIG_1_PAIS;DEST_1_PAIS;ORIG_2;DEST_2;ORIG_2_N;DEST_2_N;ORIG_2_PAIS;DEST_2_PAIS;OPER_2;NAC;PAX_LIB;PASAJEROS;CAR_LIB;CARGA (Ton);CORREO;Distancia;Libertad
2019;01;V5;AEROVIAS DAP;DAP;600;PUQ;ANTÁRTICA CHILENA;PUNTA ARENAS;CHILE;CHILE;PUQ;600;PUNTA ARENAS;ANTÁRTICA CHILENA;CHILE;CHILE;LLEGAN;NACIONAL;0;1685;0;0;0;1737;1
2019;01;V5;AEROVIAS DAP;DAP;600;WPU;ANTÁRTICA CHILENA;PUERTO WILLIAMS;CHILE;CHILE;WPU;600;PUERTO WILLIAMS;ANTÁRTICA CHILENA;CHILE;CHILE;LLEGAN;NACIONAL;0;5;0;0;0;1437;1
2019;01;V5;AEROVIAS DAP;DAP;601;PUQ;BAHIA INUTIL;PUNTA ARENAS;CHILE;CHILE;PUQ;601;PUNTA ARENAS;BAHIA INUTIL;CHILE;CHILE;LLEGAN;NACIONAL;0;47;0;0;0;90;1
2019;01;V5;AEROVIAS DAP;DAP;700;IQQ;PICA;IQUIQUE;CHILE;CHILE;IQQ;700;IQUIQUE;PICA;CHILE;CHILE;LLEGAN;NACIONAL;0;5;0;0;0;90;1
2019;01;V5;AEROVIAS DAP;DAP;700;SCL;PICA;SANTIAGO;CHILE;CHILE;SCL;700;SANTIAGO;PICA;CHILE;CHILE;LLEGAN;NACIONAL;0;178;0;0;0;1444;1
2019;01;V5;AEROVIAS DAP;DAP;BBA;PUQ;BALMACEDA;PUNTA ARENAS;CHILE;CHILE;BBA;PUQ;BALMACEDA;PUNTA ARENAS;CHILE;CHILE;SALEN;NACIONAL;0;311;0;0;0;790;1
2019;01;V5;AEROVIAS DAP;DAP;CJC;SCL;CALAMA;SANTIAGO;CHILE;CHILE;SCL;CJC;SANTIAGO;CALAMA;CHILE;CHILE;LLEGAN;NACIONAL;0;974;0;0;0;1225;1
2019;01;V5;AEROVIAS DAP;DAP;ESR;SCL;EL SALVADOR;SANTIAGO;CHILE;CHILE;SCL;ESR;SANTIAGO;EL SALVADOR;CHILE;CHILE;LLEGAN;NACIONAL;0;354;0;0;0;793;1
2019;01;V5;AEROVIAS DAP;DAP;IQQ;SCL;IQUIQUE;SANTIAGO;CHILE;CHILE;SCL;IQQ;SANTIAGO;IQUIQUE;CHILE;CHILE;LLEGAN;NACIONAL;0;162;0;0;0;1430;1
2019;01;V5;AEROVIAS DAP;DAP;PNT;612;PUERTO NATALES;SOBREVUELO;CHILE;CHILE;612;PNT;SOBREVUELO;PUERTO NATALES;CHILE;CHILE;LLEGAN;NACIONAL;0;12;0;0;0;1;1
2019;01;V5;AEROVIAS DAP;DAP;PNT;PUQ;PUERTO NATALES;PUNTA ARENAS;CHILE;CHILE;PUQ;PNT;PUNTA ARENAS;PUERTO NATALES;CHILE;CHILE;LLEGAN;NACIONAL;0;272;0;0;0;189;1
2019;01;V5;AEROVIAS DAP;DAP;PUQ;600;PUNTA ARENAS;ANTÁRTICA CHILENA;CHILE;CHILE;600;PUQ;ANTÁRTICA CHILENA;PUNTA ARENAS;CHILE;CHILE;LLEGAN;NACIONAL;0;1422;0;0;0;1737;1
2019;01;V5;AEROVIAS DAP;DAP;PUQ;601;PUNTA ARENAS;BAHIA INUTIL;CHILE;CHILE;601;PUQ;BAHIA INUTIL;PUNTA ARENAS;CHILE;CHILE;LLEGAN;NACIONAL;0;38;0;0;0;90;1
2019;01;V5;AEROVIAS DAP;DAP;PUQ;612;PUNTA ARENAS;SOBREVUELO;CHILE;CHILE;612;PUQ;SOBREVUELO;PUNTA ARENAS;CHILE;CHILE;LLEGAN;NACIONAL;0;4;0;0;0;1;1
2019;01;V5;AEROVIAS DAP;DAP;PUQ;BBA;PUNTA ARENAS;BALMACEDA;CHILE;CHILE;BBA;PUQ;BALMACEDA;PUNTA ARENAS;CHILE;CHILE;LLEGAN;NACIONAL;0;276;0;0;0;790;1
2019;01;V5;AEROVIAS DAP;DAP;PUQ;PNT;PUNTA ARENAS;PUERTO NATALES;CHILE;CHILE;PUQ;PNT;PUNTA ARENAS;PUERTO NATALES;CHILE;CHILE;SALEN;NACIONAL;0;279;0;0;0;189;1
2019;01;V5;AEROVIAS DAP;DAP;PUQ;WPR;PUNTA ARENAS;PORVENIR;CHILE;CHILE;PUQ;WPR;PUNTA ARENAS;PORVENIR;CHILE;CHILE;SALEN;NACIONAL;0;499;0;0;0;46;1
2019;01;V5;AEROVIAS DAP;DAP;PUQ;WPU;PUNTA ARENAS;PUERTO WILLIAMS;CHILE;CHILE;PUQ;WPU;PUNTA ARENAS;PUERTO WILLIAMS;CHILE;CHILE;SALEN;NACIONAL;0;2129;0;0;0;300;1
2019;01;V5;AEROVIAS DAP;DAP;SCL;700;SANTIAGO;PICA;CHILE;CHILE;SCL;700;SANTIAGO;PICA;CHILE;CHILE;SALEN;NACIONAL;0;302;0;0;0;1444;1
2019;01;V5;AEROVIAS DAP;DAP;SCL;CJC;SANTIAGO;CALAMA;CHILE;CHILE;SCL;CJC;SANTIAGO;CALAMA;CHILE;CHILE;SALEN;NACIONAL;0;1333;0;0;0;1225;1
2019;01;V5;AEROVIAS DAP;DAP;SCL;ESR;SANTIAGO;EL SALVADOR;CHILE;CHILE;SCL;ESR;SANTIAGO;EL SALVADOR;CHILE;CHILE;SALEN;NACIONAL;0;501;0;0;0;793;1
2019;01;V5;AEROVIAS DAP;DAP;SCL;IQQ;SANTIAGO;IQUIQUE;CHILE;CHILE;SCL;IQQ;SANTIAGO;IQUIQUE;CHILE;CHILE;SALEN;NACIONAL;0;73;0;0;0;1430;1
2019;01;V5;AEROVIAS DAP;DAP;WPR;PUQ;PORVENIR;PUNTA ARENAS;CHILE;CHILE;PUQ;WPR;PUNTA ARENAS;PORVENIR;CHILE;CHILE;LLEGAN;NACIONAL;0;588;0;0;0;46;1
2019;01;V5;AEROVIAS DAP;DAP;WPU;600;PUERTO WILLIAMS;ANTÁRTICA CHILENA;CHILE;CHILE;600;WPU;ANTÁRTICA CHILENA;PUERTO WILLIAMS;CHILE;CHILE;LLEGAN;NACIONAL;0;5;0;0;0;1437;1
2019;01;V5;AEROVIAS DAP;DAP;WPU;PUQ;PUERTO WILLIAMS;PUNTA ARENAS;CHILE;CHILE;PUQ;WPU;PUNTA ARENAS;PUERTO WILLIAMS;CHILE;CHILE;LLEGAN;NACIONAL;0;2155;0;0;0;300;1
2019;01;H2;SKY;SKY;ANF;LSC;ANTOFAGASTA;LA SERENA;CHILE;CHILE;ANF;LSC;ANTOFAGASTA;LA SERENA;CHILE;CHILE;SALEN;NACIONAL;16;4820;0;0;0;723;1
2019;01;H2;SKY;SKY;ANF;SCL;ANTOFAGASTA;SANTIAGO;CHILE;CHILE;SCL;ANF;SANTIAGO;ANTOFAGASTA;CHILE;CHILE;LLEGAN;NACIONAL;47;19846;0;9,867;0;1106;1
2019;01;H2;SKY;SKY;ARI;SCL;ARICA;SANTIAGO;CHILE;CHILE;SCL;ARI;SANTIAGO;ARICA;CHILE;CHILE;LLEGAN;NACIONAL;56;17338;0;23,231;0;1672;1
2019;01;H2;SKY;SKY;BBA;PMC;BALMACEDA;PUERTO MONTT;CHILE;CHILE;PMC;BBA;PUERTO MONTT;BALMACEDA;CHILE;CHILE;LLEGAN;NACIONAL;1;4739;0;3,181;0;511;1
2019;01;H2;SKY;SKY;BBA;SCL;BALMACEDA;SANTIAGO;CHILE;CHILE;SCL;BBA;SANTIAGO;BALMACEDA;CHILE;CHILE;LLEGAN;NACIONAL;19;6574;0;18,002;0;1394;1
2019;01;H2;SKY;SKY;CCP;CJC;CONCEPCION;CALAMA;CHILE;CHILE;CCP;CJC;CONCEPCION;CALAMA;CHILE;CHILE;SALEN;NACIONAL;0;1179;0;0;0;1635;1
2019;01;H2;SKY;SKY;CCP;SCL;CONCEPCION;SANTIAGO;CHILE;CHILE;SCL;CCP;SANTIAGO;CONCEPCION;CHILE;CHILE;LLEGAN;NACIONAL;112;10337;0;0;0;429;1
2019;01;H2;SKY;SKY;CJC;CCP;CALAMA;CONCEPCION;CHILE;CHILE;CCP;CJC;CONCEPCION;CALAMA;CHILE;CHILE;LLEGAN;NACIONAL;1;1198;0;0;0;1635;1
2019;01;H2;SKY;SKY;CJC;SCL;CALAMA;SANTIAGO;CHILE;CHILE;SCL;CJC;SANTIAGO;CALAMA;CHILE;CHILE;LLEGAN;NACIONAL;64;21172;0;0;0;1225;1
2019;01;H2;SKY;SKY;CPO;SCL;COPIAPO;SANTIAGO;CHILE;CHILE;SCL;CPO;SANTIAGO;COPIAPO;CHILE;CHILE;LLEGAN;NACIONAL;33;8398;0;0;0;678;1
2019;01;H2;SKY;SKY;IQQ;SCL;IQUIQUE;SANTIAGO;CHILE;CHILE;SCL;IQQ;SANTIAGO;IQUIQUE;CHILE;CHILE;LLEGAN;NACIONAL;96;19483;0;18,253;0;1430;1
2019;01;H2;SKY;SKY;LSC;ANF;LA SERENA;ANTOFAGASTA;CHILE;CHILE;ANF;LSC;ANTOFAGASTA;LA SERENA;CHILE;CHILE;LLEGAN;NACIONAL;7;4764;0;0;0;723;1
2019;01;H2;SKY;SKY;LSC;SCL;LA SERENA;SANTIAGO;CHILE;CHILE;SCL;LSC;SANTIAGO;LA SERENA;CHILE;CHILE;LLEGAN;NACIONAL;113;12175;0;0;0;389;1
2019;01;H2;SKY;SKY;PMC;BBA;PUERTO MONTT;BALMACEDA;CHILE;CHILE;PMC;BBA;PUERTO MONTT;BALMACEDA;CHILE;CHILE;SALEN;NACIONAL;3;5067;0;9,362;0;511;1
2019;01;H2;SKY;SKY;PMC;PUQ;PUERTO MONTT;PUNTA ARENAS;CHILE;CHILE;PMC;PUQ;PUERTO MONTT;PUNTA ARENAS;CHILE;CHILE;SALEN;NACIONAL;6;7358;0;9,33;0;1311;1
2019;01;H2;SKY;SKY;PMC;SCL;PUERTO MONTT;SANTIAGO;CHILE;CHILE;SCL;PMC;SANTIAGO;PUERTO MONTT;CHILE;CHILE;LLEGAN;NACIONAL;101;18490;0;2,905;0;916;1
2019;01;H2;SKY;SKY;PUQ;PMC;PUNTA ARENAS;PUERTO MONTT;CHILE;CHILE;PMC;PUQ;PUERTO MONTT;PUNTA ARENAS;CHILE;CHILE;LLEGAN;NACIONAL;12;7477;0;3,893;0;1311;1
2019;01;H2;SKY;SKY;PUQ;SCL;PUNTA ARENAS;SANTIAGO;CHILE;CHILE;SCL;PUQ;SANTIAGO;PUNTA ARENAS;CHILE;CHILE;LLEGAN;NACIONAL;40;8750;0;8,604;0;2180;1
2019;01;H2;SKY;SKY;SCL;ANF;SANTIAGO;ANTOFAGASTA;CHILE;CHILE;SCL;ANF;SANTIAGO;ANTOFAGASTA;CHILE;CHILE;SALEN;NACIONAL;48;19842;0;44,353;0;1106;1
2019;01;H2;SKY;SKY;SCL;ARI;SANTIAGO;ARICA;CHILE;CHILE;SCL;ARI;SANTIAGO;ARICA;CHILE;CHILE;SALEN;NACIONAL;56;17450;0;24,823;0;1672;1
2019;01;H2;SKY;SKY;SCL;BBA;SANTIAGO;BALMACEDA;CHILE;CHILE;SCL;BBA;SANTIAGO;BALMACEDA;CHILE;CHILE;SALEN;NACIONAL;14;6765;0;27,491;0;1394;1
2019;01;H2;SKY;SKY;SCL;CCP;SANTIAGO;CONCEPCION;CHILE;CHILE;SCL;CCP;SANTIAGO;CONCEPCION;CHILE;CHILE;SALEN;NACIONAL;95;10209;0;0,529;0;429;1
2019;01;H2;SKY;SKY;SCL;CJC;SANTIAGO;CALAMA;CHILE;CHILE;SCL;CJC;SANTIAGO;CALAMA;CHILE;CHILE;SALEN;NACIONAL;61;20655;0;25,814;0;1225;1
2019;01;H2;SKY;SKY;SCL;CPO;SANTIAGO;COPIAPO;CHILE;CHILE;SCL;CPO;SANTIAGO;COPIAPO;CHILE;CHILE;SALEN;NACIONAL;26;8528;0;0,733;0;678;1
2019;01;H2;SKY;SKY;SCL;IQQ;SANTIAGO;IQUIQUE;CHILE;CHILE;SCL;IQQ;SANTIAGO;IQUIQUE;CHILE;CHILE;SALEN;NACIONAL;90;19663;0;132,798;0;1430;1
2019;01;H2;SKY;SKY;SCL;LSC;SANTIAGO;LA SERENA;CHILE;CHILE;SCL;LSC;SANTIAGO;LA SERENA;CHILE;CHILE;SALEN;NACIONAL;124;12274;0;0,875;0;389;1
2019;01;H2;SKY;SKY;SCL;PMC;SANTIAGO;PUERTO MONTT;CHILE;CHILE;SCL;PMC;SANTIAGO;PUERTO MONTT;CHILE;CHILE;SALEN;NACIONAL;94;19460;0;20,354;0;916;1
2019;01;H2;SKY;SKY;SCL;PUQ;SANTIAGO;PUNTA ARENAS;CHILE;CHILE;SCL;PUQ;SANTIAGO;PUNTA ARENAS;CHILE;CHILE;SALEN;NACIONAL;39;8814;0;54,264;0;2180;1
2019;01;H2;SKY;SKY;SCL;ZAL;SANTIAGO;VALDIVIA;CHILE;CHILE;SCL;ZAL;SANTIAGO;VALDIVIA;CHILE;CHILE;SALEN;NACIONAL;41;8513;0;1,07;0;724;1
2019;01;H2;SKY;SKY;SCL;ZCO;SANTIAGO;TEMUCO;CHILE;CHILE;SCL;ZCO;SANTIAGO;TEMUCO;CHILE;CHILE;SALEN;NACIONAL;135;13756;0;1,082;0;637;1
2019;01;H2;SKY;SKY;SCL;ZOS;SANTIAGO;OSORNO;CHILE;CHILE;SCL;ZOS;SANTIAGO;OSORNO;CHILE;CHILE;SALEN;NACIONAL;31;5248;0;0,018;0;827;1
2019;01;H2;SKY;SKY;ZAL;SCL;VALDIVIA;SANTIAGO;CHILE;CHILE;SCL;ZAL;SANTIAGO;VALDIVIA;CHILE;CHILE;LLEGAN;NACIONAL;37;8329;0;0;0;724;1
2019;01;H2;SKY;SKY;ZCO;SCL;TEMUCO;SANTIAGO;CHILE;CHILE;SCL;ZCO;SANTIAGO;TEMUCO;CHILE;CHILE;LLEGAN;NACIONAL;135;13100;0;0;0;637;1
2019;01;H2;SKY;SKY;ZOS;SCL;OSORNO;SANTIAGO;CHILE;CHILE;SCL;ZOS;SANTIAGO;OSORNO;CHILE;CHILE;LLEGAN;NACIONAL;28;5074;0;0;0;827;1
2019;01;JA;JETSMART;JETSMART;ANF;ARI;ANTOFAGASTA;ARICA;CHILE;CHILE;ARI;ANF;ARICA;ANTOFAGASTA;CHILE;CHILE;LLEGAN;NACIONAL;0;1700;0;0;0;566;1
2019;01;JA;JETSMART;JETSMART;ANF;CCP;ANTOFAGASTA;CONCEPCION;CHILE;CHILE;ANF;CCP;ANTOFAGASTA;CONCEPCION;CHILE;CHILE;SALEN;NACIONAL;0;2046;0;0;0;1503;1
2019;01;JA;JETSMART;JETSMART;ANF;LSC;ANTOFAGASTA;LA SERENA;CHILE;CHILE;ANF;LSC;ANTOFAGASTA;LA SERENA;CHILE;CHILE;SALEN;NACIONAL;0;2214;0;0;0;723;1
2019;01;JA;JETSMART;JETSMART;ANF;SCL;ANTOFAGASTA;SANTIAGO;CHILE;CHILE;SCL;ANF;SANTIAGO;ANTOFAGASTA;CHILE;CHILE;LLEGAN;NACIONAL;0;9412;0;0;0;1106;1
2019;01;JA;JETSMART;JETSMART;ARI;ANF;ARICA;ANTOFAGASTA;CHILE;CHILE;ARI;ANF;ARICA;ANTOFAGASTA;CHILE;CHILE;SALEN;NACIONAL;0;1767;0;0;0;566;1
2019;01;JA;JETSMART;JETSMART;ARI;CJC;ARICA;CALAMA;CHILE;CHILE;ARI;CJC;ARICA;CALAMA;CHILE;CHILE;SALEN;NACIONAL;0;359;0;0;0;485;1
2019;01;JA;JETSMART;JETSMART;ARI;SCL;ARICA;SANTIAGO;CHILE;CHILE;SCL;ARI;SANTIAGO;ARICA;CHILE;CHILE;LLEGAN;NACIONAL;0;6332;0;0;0;1672;1
2019;01;JA;JETSMART;JETSMART;BBA;PUQ;BALMACEDA;PUNTA ARENAS;CHILE;CHILE;BBA;PUQ;BALMACEDA;PUNTA ARENAS;CHILE;CHILE;SALEN;NACIONAL;0;678;0;0;0;790;1
2019;01;JA;JETSMART;JETSMART;BBA;SCL;BALMACEDA;SANTIAGO;CHILE;CHILE;SCL;BBA;SANTIAGO;BALMACEDA;CHILE;CHILE;LLEGAN;NACIONAL;0;3044;0;0;0;1394;1
2019;01;JA;JETSMART;JETSMART;BBA;ZCO;BALMACEDA;TEMUCO;CHILE;CHILE;ZCO;BBA;TEMUCO;BALMACEDA;CHILE;CHILE;LLEGAN;NACIONAL;0;2036;0;0;0;799;1
2019;01;JA;JETSMART;JETSMART;CCP;ANF;CONCEPCION;ANTOFAGASTA;CHILE;CHILE;ANF;CCP;ANTOFAGASTA;CONCEPCION;CHILE;CHILE;LLEGAN;NACIONAL;0;2070;0;0;0;1503;1
2019;01;JA;JETSMART;JETSMART;CCP;CJC;CONCEPCION;CALAMA;CHILE;CHILE;CCP;CJC;CONCEPCION;CALAMA;CHILE;CHILE;SALEN;NACIONAL;0;2723;0;0;0;1635;1
2019;01;JA;JETSMART;JETSMART;CCP;IQQ;CONCEPCION;IQUIQUE;CHILE;CHILE;IQQ;CCP;IQUIQUE;CONCEPCION;CHILE;CHILE;LLEGAN;NACIONAL;0;2114;0;0;0;1825;1
2019;01;JA;JETSMART;JETSMART;CCP;LSC;CONCEPCION;LA SERENA;CHILE;CHILE;CCP;LSC;CONCEPCION;LA SERENA;CHILE;CHILE;SALEN;NACIONAL;0;2056;0;0;0;856;1
2019;01;JA;JETSMART;JETSMART;CCP;SCL;CONCEPCION;SANTIAGO;CHILE;CHILE;SCL;CCP;SANTIAGO;CONCEPCION;CHILE;CHILE;LLEGAN;NACIONAL;0;6836;0;0;0;429;1
2019;01;JA;JETSMART;JETSMART;CJC;ARI;CALAMA;ARICA;CHILE;CHILE;ARI;CJC;ARICA;CALAMA;CHILE;CHILE;LLEGAN;NACIONAL;0;461;0;0;0;485;1
2019;01;JA;JETSMART;JETSMART;CJC;CCP;CALAMA;CONCEPCION;CHILE;CHILE;CCP;CJC;CONCEPCION;CALAMA;CHILE;CHILE;LLEGAN;NACIONAL;0;2730;0;0;0;1635;1
2019;01;JA;JETSMART;JETSMART;CJC;CPO;CALAMA;COPIAPO;CHILE;CHILE;CJC;CPO;CALAMA;COPIAPO;CHILE;CHILE;SALEN;NACIONAL;0;642;0;0;0;555;1
2019;01;JA;JETSMART;JETSMART;CJC;LSC;CALAMA;LA SERENA;CHILE;CHILE;CJC;LSC;CALAMA;LA SERENA;CHILE;CHILE;SALEN;NACIONAL;0;2924;0;0;0;855;1
2019;01;JA;JETSMART;JETSMART;CJC;SCL;CALAMA;SANTIAGO;CHILE;CHILE;SCL;CJC;SANTIAGO;CALAMA;CHILE;CHILE;LLEGAN;NACIONAL;0;9482;0;0;0;1225;1
2019;01;JA;JETSMART;JETSMART;CPO;CJC;COPIAPO;CALAMA;CHILE;CHILE;CJC;CPO;CALAMA;COPIAPO;CHILE;CHILE;LLEGAN;NACIONAL;0;432;0;0;0;555;1
2019;01;JA;JETSMART;JETSMART;CPO;SCL;COPIAPO;SANTIAGO;CHILE;CHILE;SCL;CPO;SANTIAGO;COPIAPO;CHILE;CHILE;LLEGAN;NACIONAL;0;3984;0;0;0;678;1
2019;01;JA;JETSMART;JETSMART;IQQ;CCP;IQUIQUE;CONCEPCION;CHILE;CHILE;IQQ;CCP;IQUIQUE;CONCEPCION;CHILE;CHILE;SALEN;NACIONAL;0;2097;0;0;0;1825;1
2019;01;JA;JETSMART;JETSMART;IQQ;LSC;IQUIQUE;LA SERENA;CHILE;CHILE;IQQ;LSC;IQUIQUE;LA SERENA;CHILE;CHILE;SALEN;NACIONAL;0;2707;0;0;0;1047;1
2019;01;JA;JETSMART;JETSMART;IQQ;SCL;IQUIQUE;SANTIAGO;CHILE;CHILE;SCL;IQQ;SANTIAGO;IQUIQUE;CHILE;CHILE;LLEGAN;NACIONAL;0;9281;0;0;0;1430;1
2019;01;JA;JETSMART;JETSMART;LSC;ANF;LA SERENA;ANTOFAGASTA;CHILE;CHILE;ANF;LSC;ANTOFAGASTA;LA SERENA;CHILE;CHILE;LLEGAN;NACIONAL;0;1980;0;0;0;723;1
2019;01;JA;JETSMART;JETSMART;LSC;CCP;LA SERENA;CONCEPCION;CHILE;CHILE;CCP;LSC;CONCEPCION;LA SERENA;CHILE;CHILE;LLEGAN;NACIONAL;0;2019;0;0;0;856;1
2019;01;JA;JETSMART;JETSMART;LSC;CJC;LA SERENA;CALAMA;CHILE;CHILE;CJC;LSC;CALAMA;LA SERENA;CHILE;CHILE;LLEGAN;NACIONAL;0;2782;0;0;0;855;1
2019;01;JA;JETSMART;JETSMART;LSC;IQQ;LA SERENA;IQUIQUE;CHILE;CHILE;IQQ;LSC;IQUIQUE;LA SERENA;CHILE;CHILE;LLEGAN;NACIONAL;0;2755;0;0;0;1047;1
2019;01;JA;JETSMART;JETSMART;LSC;SCL;LA SERENA;SANTIAGO;CHILE;CHILE;SCL;LSC;SANTIAGO;LA SERENA;CHILE;CHILE;LLEGAN;NACIONAL;0;5828;0;0;0;389;1
2019;01;JA;JETSMART;JETSMART;PMC;PUQ;PUERTO MONTT;PUNTA ARENAS;CHILE;CHILE;PMC;PUQ;PUERTO MONTT;PUNTA ARENAS;CHILE;CHILE;SALEN;NACIONAL;0;2387;0;0;0;1311;1
2019;01;JA;JETSMART;JETSMART;PMC;SCL;PUERTO MONTT;SANTIAGO;CHILE;CHILE;SCL;PMC;SANTIAGO;PUERTO MONTT;CHILE;CHILE;LLEGAN;NACIONAL;0;13832;0;0;0;916;1
2019;01;JA;JETSMART;JETSMART;PUQ;BBA;PUNTA ARENAS;BALMACEDA;CHILE;CHILE;BBA;PUQ;BALMACEDA;PUNTA ARENAS;CHILE;CHILE;LLEGAN;NACIONAL;0;709;0;0;0;790;1
2019;01;JA;JETSMART;JETSMART;PUQ;PMC;PUNTA ARENAS;PUERTO MONTT;CHILE;CHILE;PMC;PUQ;PUERTO MONTT;PUNTA ARENAS;CHILE;CHILE;LLEGAN;NACIONAL;0;2624;0;0;0;1311;1
2019;01;JA;JETSMART;JETSMART;PUQ;SCL;PUNTA ARENAS;SANTIAGO;CHILE;CHILE;SCL;PUQ;SANTIAGO;PUNTA ARENAS;CHILE;CHILE;LLEGAN;NACIONAL;0;7732;0;0;0;2180;1
2019;01;JA;JETSMART;JETSMART;PUQ;ZCO;PUNTA ARENAS;TEMUCO;CHILE;CHILE;ZCO;PUQ;TEMUCO;PUNTA ARENAS;CHILE;CHILE;LLEGAN;NACIONAL;0;2011;0;0;0;1588;1
2019;01;JA;JETSMART;JETSMART;SCL;ANF;SANTIAGO;ANTOFAGASTA;CHILE;CHILE;SCL;ANF;SANTIAGO;ANTOFAGASTA;CHILE;CHILE;SALEN;NACIONAL;0;8963;0;0;0;1106;1
2019;01;JA;JETSMART;JETSMART;SCL;ARI;SANTIAGO;ARICA;CHILE;CHILE;SCL;ARI;SANTIAGO;ARICA;CHILE;CHILE;SALEN;NACIONAL;0;6927;0;0;0;1672;1
2019;01;JA;JETSMART;JETSMART;SCL;BBA;SANTIAGO;BALMACEDA;CHILE;CHILE;SCL;BBA;SANTIAGO;BALMACEDA;CHILE;CHILE;SALEN;NACIONAL;0;3385;0;0;0;1394;1
2019;01;JA;JETSMART;JETSMART;SCL;CCP;SANTIAGO;CONCEPCION;CHILE;CHILE;SCL;CCP;SANTIAGO;CONCEPCION;CHILE;CHILE;SALEN;NACIONAL;0;6474;0;0;0;429;1
2019;01;JA;JETSMART;JETSMART;SCL;CJC;SANTIAGO;CALAMA;CHILE;CHILE;SCL;CJC;SANTIAGO;CALAMA;CHILE;CHILE;SALEN;NACIONAL;0;9102;0;0;0;1225;1
2019;01;JA;JETSMART;JETSMART;SCL;CPO;SANTIAGO;COPIAPO;CHILE;CHILE;SCL;CPO;SANTIAGO;COPIAPO;CHILE;CHILE;SALEN;NACIONAL;0;4022;0;0;0;678;1
2019;01;JA;JETSMART;JETSMART;SCL;IQQ;SANTIAGO;IQUIQUE;CHILE;CHILE;SCL;IQQ;SANTIAGO;IQUIQUE;CHILE;CHILE;SALEN;NACIONAL;0;9542;0;0;0;1430;1
2019;01;JA;JETSMART;JETSMART;SCL;LSC;SANTIAGO;LA SERENA;CHILE;CHILE;SCL;LSC;SANTIAGO;LA SERENA;CHILE;CHILE;SALEN;NACIONAL;0;5764;0;0;0;389;1
2019;01;JA;JETSMART;JETSMART;SCL;PMC;SANTIAGO;PUERTO MONTT;CHILE;CHILE;SCL;PMC;SANTIAGO;PUERTO MONTT;CHILE;CHILE;SALEN;NACIONAL;0;14270;0;0;0;916;1
2019;01;JA;JETSMART;JETSMART;SCL;PUQ;SANTIAGO;PUNTA ARENAS;CHILE;CHILE;SCL;PUQ;SANTIAGO;PUNTA ARENAS;CHILE;CHILE;SALEN;NACIONAL;0;7441;0;0;0;2180;1
2019;01;JA;JETSMART;JETSMART;SCL;ZAL;SANTIAGO;VALDIVIA;CHILE;CHILE;SCL;ZAL;SANTIAGO;VALDIVIA;CHILE;CHILE;SALEN;NACIONAL;0;3985;0;0;0;724;1
2019;01;JA;JETSMART;JETSMART;SCL;ZCO;SANTIAGO;TEMUCO;CHILE;CHILE;SCL;ZCO;SANTIAGO;TEMUCO;CHILE;CHILE;SALEN;NACIONAL;0;8092;0;0;0;637;1
2019;01;JA;JETSMART;JETSMART;ZAL;SCL;VALDIVIA;SANTIAGO;CHILE;CHILE;SCL;ZAL;SANTIAGO;VALDIVIA;CHILE;CHILE;LLEGAN;NACIONAL;0;3737;0;0;0;724;1
2019;01;JA;JETSMART;JETSMART;ZCO;BBA;TEMUCO;BALMACEDA;CHILE;CHILE;ZCO;BBA;TEMUCO;BALMACEDA;CHILE;CHILE;SALEN;NACIONAL;0;2045;0;0;0;799;1
2019;01;JA;JETSMART;JETSMART;ZCO;PUQ;TEMUCO;PUNTA ARENAS;CHILE;CHILE;ZCO;PUQ;TEMUCO;PUNTA ARENAS;CHILE;CHILE;SALEN;NACIONAL;0;1806;0;0;0;1588;1
2019;01;JA;JETSMART;JETSMART;ZCO;SCL;TEMUCO;SANTIAGO;CHILE;CHILE;SCL;ZCO;SANTIAGO;TEMUCO;CHILE;CHILE;LLEGAN;NACIONAL;0;7766;0;0;0;637;1
2019;01;LA;LATAM AIRLINES GROUP;LATAM;ANF;CCP;ANTOFAGASTA;CONCEPCION;CHILE;CHILE;ANF;CCP;ANTOFAGASTA;CONCEPCION;CHILE;CHILE;SALEN;NACIONAL;2;2288;0;0,234;0;1503;1
2019;01;LA;LATAM AIRLINES GROUP;LATAM;ANF;SCL;ANTOFAGASTA;SANTIAGO;CHILE;CHILE;SCL;ANF;SANTIAGO;ANTOFAGASTA;CHILE;CHILE;LLEGAN;NACIONAL;105;39353;0;20,968;0;1106;1
2019;01;LA;LATAM AIRLINES GROUP;LATAM;ARI;SCL;ARICA;SANTIAGO;CHILE;CHILE;SCL;ARI;SANTIAGO;ARICA;CHILE;CHILE;LLEGAN;NACIONAL;72;13233;0;10,699;550;1672;1
2019;01;LA;LATAM AIRLINES GROUP;LATAM;BBA;PMC;BALMACEDA;PUERTO MONTT;CHILE;CHILE;PMC;BBA;PUERTO MONTT;BALMACEDA;CHILE;CHILE;LLEGAN;NACIONAL;13;1101;0;0,02;0;511;1
2019;01;LA;LATAM AIRLINES GROUP;LATAM;BBA;SCL;BALMACEDA;SANTIAGO;CHILE;CHILE;SCL;BBA;SANTIAGO;BALMACEDA;CHILE;CHILE;LLEGAN;NACIONAL;9;4120;0;0,391;0;1394;1
